,Q16288,Q9UM73,P06213,P52564,Q8IU85,P04629,P42345,P51617,Q15418,P78368,P48729,P51812,Q16539,P54646,Q02763,Q9HCP0,O75582,P48736,Q96GD4,P16591,P48730,P22607,Q9Y4K4,P67870,Q9HAZ1,O43293,O00444,O15530,P51957,P16234,Q9UQM7,P36507,Q9BXA7,P35968,O60674,Q9H4B4,Q86V86,Q05397,P00533,O14757,P07333,Q9Y243,P12931,O14965,Q7KZI7,P15056,Q13237,P29317,O95819,P11362,Q15759,P53778,O00311,P35916,Q05655,Q14680,P30291,Q9HBY8,P10721,Q8TDC3,O00418,P24941,Q00535,P41240,P06493,P22694,P78527,Q16644,P04049,Q96PF2,Q13131,O15111,P54619,P09619,P11309,Q9UBF8,P15735,P29376,P49841,P07948,Q06418,P30530,Q9H3Y6,P51813,O00141,Q13188,Q13976,Q12866,Q07912,Q9NWZ3,P50613,Q9P289,Q02156,P17252,P08631,P49759,Q13557,Q02750,P43405,Q05513,Q15078,Q9BWU1,P04626,P07332,P28482,P21802,Q9NR20,Q9HBH9,Q16620,P80192,P53350,P05129,P53667,P27448,P50750,P36888,Q13627,P27361,O94806,Q9UGJ0,P31749,Q00534,Q14164,Q5S007,Q9BUB5,Q14289,P52333,Q99683,O15264,P05771,Q04912,P17612,P22612,P07949,Q9Y463,P54760,Q13555,Q8NE63,Q13882,O14920,Q9UHD2,Q12851,O43781,P17948,P06241,Q9UGI9,P51451,P06239,O15075,Q96SB4,Q13554,P34947,Q08881,P49137,Q5VT25,P19784,P43403,Q14012,P29323,Q15118,P49336,P49760,P24723,Q16566,P42684,P42336,Q96RG2,Q9NYL2,Q9H2G2,O96017,Q9Y6M4,P68400,Q15139,O00329,Q04759,P08069,Q9H2X6,P31751,P42679,P11802,Q8N4C8,P08581,P00519,Q06187,Q96KB5,Q04771,P49840,P41279,P41743
P49760,0.055634165,0.042368464,0.048045245,0.097452588,0.132803772,0.06003278,0.028554957,0.057575351,0.102921013,0.076688543,0.087478472,0.097021473,0.161623818,0.095387552,0.052251818,0.079287616,0.102732481,0.042707652,0.112914237,0.056505114,0.082773745,0.066985245,0.06057178,0.040080382,0.560911508,0.116126126,0.081216623,0.095446268,0.078959475,0.058688939,0.113185231,0.102683967,0.106380918,0.05016061,0.054488153,0.086008793,0.108422415,0.058948114,0.050985144,0.104407203,0.054318194,0.108057474,0.085077084,0.11743658,0.074644374,0.07775593,0.086931935,0.054836545,0.059951591,0.062604621,0.136593487,0.165621426,0.085859755,0.043907216,0.097139931,0.092886856,0.072072634,0.092242416,0.05100585,0.089119608,0.06455647,0.169665849,0.143370015,0.086855642,0.157060781,0.114347513,0.022437708,0.1313784,0.083674655,0.113248639,0.094497436,0.074755957,0.037334363,0.054227207,0.113747835,0.047369989,0.142651805,0.050629793,0.134425231,0.08231766,0.058107582,0.054903486,0.067158859,0.08682379,0.093984732,0.090505052,0.080653195,0.051265231,0.054164527,0.077369043,0.135751433,0.101327926,0.079651175,0.081401557,0.084754503,0.543390738,0.106023649,0.102796933,0.069222134,0.099317099,0.053511114,0.1088318,0.042047227,0.04940256,0.148340139,0.066233868,0.208483464,0.103538576,0.054909089,0.061312405,0.09006846,0.075314655,0.068543626,0.083051025,0.136509496,0.049216786,0.165688044,0.149158422,0.090070297,0.045169028,0.104112603,0.184484211,0.064316577,0.029130273,0.098295257,0.052528704,0.055138129,0.058286006,0.166374008,0.073143537,0.050999362,0.124695676,0.138139609,0.060445881,0.182109525,0.058282322,0.098943343,0.142906376,0.088052983,0.069422268,0.068634025,0.065179672,0.196169884,0.051776165,0.08377384,0.057857786,0.085556042,0.086427598,0.116012261,0.154412392,0.08892601,0.092738023,0.073839724,0.127617112,0.050647123,0.157390545,0.066739053,0.145734372,0.056020438,0.040941679,0.115390024,1.0,0.082988728,0.124497536,0.060834631,0.045517322,0.066736219,0.061304975,0.065790647,0.128789617,0.080064406,0.144626755,0.095910771,0.034303925,0.076916547,0.04877617,0.120803861,0.101865569,0.079464484,0.149590526,0.058090196,0.047534401,0.062445338,0.08229638,0.073654863,0.062276501,0.120385454,0.08273609,0.079050891
P24723,0.071622061,0.064326272,0.060579748,0.09417577,0.166560786,0.069286899,0.030569029,0.06582512,0.186915214,0.078534429,0.07411488,0.184516266,0.098395894,0.13596797,0.067770787,0.068272538,0.177557895,0.044010825,0.182544841,0.075098101,0.069321632,0.083931214,0.085966042,0.033795019,0.07714939,0.115968251,0.090743129,0.161430771,0.084263467,0.071302347,0.116480179,0.110655767,0.139106018,0.063376387,0.074205329,0.113946852,0.110020887,0.070874267,0.071593645,0.105120253,0.078998114,0.293325584,0.079671873,0.160883217,0.128988198,0.096638603,0.141778756,0.066233844,0.06937313,0.087944147,0.09398407,0.099673553,0.062298884,0.063216484,0.422938289,0.116799139,0.062434551,0.27176232,0.078699521,0.099205268,0.04625769,0.146762048,0.121081904,0.091100884,0.125515356,0.251825978,0.025562899,0.128608159,0.106228145,0.137899086,0.139168716,0.072158016,0.040061441,0.067010242,0.098618012,0.044153206,0.131039686,0.079582488,0.095337198,0.083171127,0.077816468,0.081677694,0.078800888,0.085114285,0.272576509,0.116051885,0.169766904,0.073165543,0.057825234,0.088295079,0.109080271,0.123024476,0.649821489,0.404465676,0.083097092,0.079838627,0.119929057,0.107802821,0.076837036,0.327973251,0.045940506,0.078390719,0.07200003,0.084132764,0.083962137,0.08752934,0.078937064,0.141432754,0.075399778,0.070251824,0.109263957,0.373512655,0.099077869,0.129369601,0.095665902,0.077350292,0.073708174,0.08818738,0.146087422,0.047447644,0.292702528,0.110262489,0.067049562,0.046393491,0.12093804,0.081435358,0.077317647,0.077404127,0.099431198,0.40834346,0.056416392,0.258700205,0.24421742,0.077921364,0.074859614,0.071817413,0.112504934,0.081554804,0.083144902,0.082527628,0.074687381,0.084564717,0.080401168,0.07165836,0.084544274,0.04180402,0.088095186,0.079460538,0.126813916,0.059225325,0.100609697,0.167182772,0.086987055,0.116594132,0.104779677,0.098763648,0.091031852,0.157513768,0.075170351,0.039888799,0.080005694,0.082988728,1.0,0.14539428,0.070430072,0.052078281,0.072115077,0.064932032,0.068286208,0.120116335,0.071417126,0.094092802,0.147397216,0.041703021,0.409068991,0.058048798,0.060958661,0.293596471,0.080274584,0.101378859,0.063201401,0.06221558,0.075065718,0.09216342,0.070482474,0.078219316,0.09969247,0.072484352,0.32891204
Q16566,0.06406178,0.060442669,0.055865194,0.118082875,0.339616142,0.054603699,0.031257838,0.084292522,0.179965956,0.082815491,0.076601434,0.179141647,0.134255975,0.19239084,0.06160163,0.074446334,0.166279743,0.046449288,0.212865235,0.074310221,0.077296624,0.057643766,0.08899559,0.050756779,0.126745615,0.269617594,0.123003547,0.158728134,0.102667736,0.056289374,0.277883348,0.120185132,0.193214789,0.058331069,0.061812653,0.133997122,0.154252209,0.078904182,0.065587851,0.152331204,0.059653257,0.173105382,0.09171426,0.184608796,0.162635124,0.088430091,0.119613979,0.070797356,0.076614613,0.069918577,0.130191887,0.125163289,0.100395882,0.053446263,0.13088282,0.175987634,0.091323095,0.168149281,0.06360919,0.155970556,0.056137861,0.17045433,0.15505237,0.087081888,0.187371037,0.190345358,0.023091132,0.249598793,0.097391839,0.179586413,0.193515073,0.101482582,0.05185005,0.053873411,0.142902934,0.049408826,0.26198461,0.062356913,0.136332932,0.086407018,0.057854581,0.062521206,0.079413637,0.084936293,0.160378011,0.137884712,0.125487002,0.05191275,0.077126177,0.10420246,0.152333853,0.147539702,0.126928497,0.122647026,0.084763153,0.136596468,0.278283418,0.125133945,0.080168915,0.129931268,0.052982178,0.154031977,0.067347215,0.072102611,0.151702173,0.067959675,0.121466515,0.205217904,0.062870517,0.089818271,0.135154383,0.121246886,0.094983449,0.167157329,0.134608099,0.054475236,0.095950359,0.13732614,0.143417066,0.050674244,0.168531222,0.163264105,0.100444295,0.062068679,0.195814921,0.079562216,0.062597364,0.087035824,0.133816245,0.118668513,0.047875058,0.184229003,0.195316418,0.067801224,0.102611517,0.071937767,0.268639541,0.111862863,0.097263332,0.110073007,0.105008247,0.093189801,0.119075808,0.051866175,0.079764406,0.050395463,0.084289901,0.080554927,0.215217889,0.069516182,0.232846992,0.114136647,0.083723025,0.235985842,0.07931287,0.128499713,0.089876898,0.344736862,0.072219927,0.058946736,0.155985284,0.124497536,0.14539428,1.0,0.073584038,0.03638133,0.093004334,0.091241253,0.102892841,0.218956746,0.083362418,0.1384039,0.14226924,0.037097719,0.121983077,0.058348921,0.097305948,0.169951429,0.0781882,0.170659602,0.078756155,0.043464355,0.07885241,0.075517628,0.08651012,0.077626092,0.119557765,0.099696064,0.134214372
P42684,0.119534151,0.093733392,0.10227954,0.074761256,0.086994687,0.123523847,0.037559795,0.078389293,0.079007631,0.062456329,0.071939256,0.078390012,0.083803243,0.083680318,0.109107373,0.068066954,0.065634915,0.043322035,0.089052506,0.159988753,0.078818557,0.141304775,0.077091366,0.033168126,0.053299405,0.080726599,0.07947779,0.082174982,0.08657368,0.109077786,0.067696034,0.075558416,0.074450873,0.095531034,0.088954074,0.074827913,0.072461642,0.130493496,0.110100958,0.068646494,0.116979759,0.075780295,0.245018796,0.087165521,0.094077389,0.087262537,0.066002435,0.119502722,0.069420099,0.137278029,0.07943746,0.075960307,0.051684694,0.0935049,0.07106694,0.078743341,0.053333719,0.076588564,0.114005165,0.100494234,0.047291119,0.087126666,0.08395281,0.231001577,0.08831444,0.084585405,0.029547505,0.064795789,0.101431233,0.081345567,0.079997576,0.069228183,0.031308697,0.102594678,0.075531962,0.046133638,0.062546478,0.113170154,0.064177835,0.231619813,0.124109993,0.130241206,0.209390367,0.178576398,0.075367342,0.080276308,0.06665454,0.13481287,0.136743972,0.084325526,0.075847513,0.091683122,0.064274763,0.077236305,0.242136473,0.050628411,0.070099657,0.075473722,0.165979955,0.071106933,0.033490542,0.076831784,0.114628027,0.148809517,0.068040035,0.139508777,0.06058667,0.064585262,0.120513395,0.121499964,0.062140819,0.073303088,0.090512731,0.093674739,0.074338919,0.110509297,0.067705851,0.06811228,0.063495018,0.040882131,0.076047548,0.078648359,0.064835468,0.042850682,0.055561377,0.12927373,0.089864066,0.063154339,0.080562194,0.073516342,0.092287123,0.07978457,0.081351082,0.113335416,0.087197419,0.114507364,0.073681102,0.07841203,0.207851892,0.075207961,0.062147745,0.073281275,0.064405049,0.096362851,0.247613384,0.03868617,0.234353034,0.242068,0.075094484,0.049816793,0.079463321,0.070899135,0.192660896,0.063585442,0.04810485,0.059316806,0.159402059,0.085743572,0.117248806,0.040175892,0.068041824,0.060834631,0.070430072,0.073584038,1.0,0.034505117,0.051363939,0.114750563,0.069183614,0.078233148,0.056584418,0.067443514,0.055919357,0.039827745,0.074646603,0.106278641,0.065612189,0.081965645,0.190027071,0.074955701,0.071657039,0.095174671,0.500073457,0.199498095,0.085112018,0.080868278,0.066350678,0.073472602,0.0680584
P42336,0.051606371,0.038749313,0.050951805,0.037524059,0.03971699,0.044915477,0.050294275,0.037431323,0.04744304,0.035239088,0.038836318,0.04886183,0.039051341,0.043141148,0.04438783,0.039228888,0.051329508,0.291849839,0.041159638,0.053848358,0.036059329,0.038433054,0.047824372,0.042605108,0.045282825,0.038958988,0.052421791,0.051748437,0.049990078,0.051269716,0.042521386,0.037488806,0.043837265,0.048827487,0.050875398,0.046262903,0.031119209,0.048452225,0.04290305,0.045312955,0.045769321,0.047668681,0.039206077,0.039713177,0.03861025,0.050486302,0.056834234,0.045029643,0.040999829,0.048358952,0.0435745,0.044478315,0.04291808,0.050670983,0.052352412,0.047894277,0.033679169,0.043156506,0.048074129,0.037250647,0.046956051,0.033316318,0.035876511,0.043344375,0.037223896,0.039282367,0.040546821,0.044709067,0.05050305,0.03968158,0.042610864,0.047240307,0.04262065,0.052000539,0.043370413,0.09717961,0.037323732,0.042728351,0.039129259,0.048527995,0.050710699,0.043106223,0.04137057,0.054103405,0.041213299,0.049696037,0.05104149,0.050275838,0.039764972,0.047471917,0.039451324,0.040299767,0.049635053,0.047559502,0.051787666,0.048438191,0.04214462,0.040854565,0.042610424,0.048917859,0.031731179,0.035877261,0.052375844,0.044432891,0.039836366,0.048271408,0.043009058,0.041473305,0.048200365,0.036594838,0.048874808,0.039919669,0.04954803,0.036896961,0.044408055,0.049533554,0.037694268,0.044763264,0.052977337,0.043774076,0.044121425,0.033253563,0.054896767,0.041175635,0.038951761,0.054714909,0.046374898,0.045951826,0.041903618,0.047359575,0.044675336,0.041257871,0.042976047,0.045697373,0.039890958,0.048276336,0.042858517,0.047590282,0.047537902,0.04796253,0.057645784,0.041752251,0.045035331,0.051985449,0.041899052,0.040244447,0.041031461,0.039630775,0.040907627,0.051823412,0.038112501,0.045082713,0.044647858,0.042866618,0.038460621,0.043818524,0.047774884,0.039695143,0.053678579,0.046774829,0.038073993,0.045517322,0.052078281,0.03638133,0.034505117,1.0,0.045958451,0.047160572,0.042958523,0.041082521,0.038007276,0.041257334,0.054820019,0.37427838,0.055847169,0.047365399,0.04065142,0.046994448,0.039576146,0.036860869,0.035613807,0.049504152,0.034609132,0.047703906,0.04136927,0.042953567,0.040921678,0.040986831,0.043044088
Q96RG2,0.072063568,0.062826758,0.06298518,0.067580615,0.09881106,0.065728471,0.041490298,0.057898931,0.084067356,0.047657166,0.055026572,0.082716561,0.073369428,0.087590004,0.065393944,0.048770422,0.076638708,0.048934135,0.091595964,0.056831729,0.048717901,0.077250735,0.05074708,0.031309298,0.065732071,0.090832005,0.055595985,0.07533963,0.054553607,0.057573197,0.074136776,0.065182507,0.097050735,0.064808971,0.061648393,0.074004853,0.116942761,0.056480541,0.061892302,0.076679957,0.058191346,0.080948655,0.070316355,0.097272456,0.085556488,0.07169911,0.073832065,0.068713955,0.046637471,0.071758353,0.074768237,0.076522918,0.044536032,0.060216834,0.075104143,0.074248093,0.055491827,0.079143008,0.053803331,0.08402937,0.04459746,0.08212484,0.079732899,0.058645111,0.07572939,0.088453969,0.033689744,0.084187888,0.073996385,0.105394684,0.085264065,0.056260819,0.032989458,0.053631443,0.111869549,0.048329465,0.091600883,0.079587106,0.067808815,0.065316809,0.079260402,0.071109227,0.058839907,0.063428355,0.078105806,0.063692233,0.073483278,0.059185795,0.048272798,0.070523622,0.073041633,0.07979856,0.081534951,0.071512153,0.070758508,0.066872598,0.076244426,0.067739339,0.060679964,0.075835816,0.038614649,0.055554593,0.062944093,0.069216566,0.068554888,0.072261514,0.066523798,0.072692298,0.065357196,0.046970944,0.074984192,0.07717796,0.067070138,0.088945169,0.06859865,0.055570397,0.052772084,0.071665241,0.092808455,0.044395216,0.082599382,0.075733284,0.050060884,0.048099501,0.071519419,0.052831937,0.074151731,0.069916686,0.067138119,0.072732504,0.069401128,0.092208104,0.09462274,0.064324663,0.061084469,0.076458184,0.076322413,0.052850253,0.058085877,0.051955165,0.046972705,0.049660602,0.059865415,0.06318482,0.062333835,0.044871767,0.062506677,0.069736034,0.083328907,0.049134511,0.06249978,0.062554584,0.056733482,0.079177217,0.044077109,0.072778888,0.062842315,0.111388508,0.064830158,0.033945011,0.05574697,0.066736219,0.072115077,0.093004334,0.051363939,0.045958451,1.0,0.045195275,0.046003952,0.097509771,0.043999541,0.072194966,0.087617402,0.046225916,0.077828204,0.066592143,0.046502008,0.084453464,0.071602493,0.080579329,0.047154957,0.060582348,0.057478185,0.05828314,0.046036616,0.054366466,0.069588663,0.052617655,0.070708047
Q9NYL2,0.08084477,0.062947519,0.071119837,0.104581229,0.089145162,0.080483281,0.031190423,0.073278817,0.097157004,0.059306952,0.076006949,0.093594292,0.092098311,0.115003398,0.071555221,0.059739191,0.086241813,0.046421403,0.098294908,0.086497013,0.068658743,0.091898465,0.088340953,0.041181795,0.069527623,0.097053117,0.080821294,0.09134285,0.096333151,0.077824997,0.088262207,0.087081321,0.088858282,0.067252234,0.0740109,0.077889159,0.082489903,0.092474189,0.079832053,0.100992807,0.073830511,0.077984425,0.112369263,0.104819571,0.103058885,0.093637541,0.061809913,0.091222831,0.095381022,0.093932967,0.092117495,0.093979066,0.058223649,0.060777337,0.069895066,0.093226969,0.060412294,0.075485544,0.079932627,0.090199922,0.053074726,0.094594288,0.09473271,0.121224814,0.096730449,0.092088527,0.028751247,0.066730973,0.100719632,0.089672757,0.109440965,0.089917138,0.038328777,0.069840792,0.072526947,0.044232324,0.067648892,0.080326791,0.077657828,0.103872074,0.077714598,0.068122116,0.096828928,0.101799506,0.090438667,0.113227929,0.059472689,0.07503441,0.123105953,0.08820179,0.085565913,0.115237345,0.071572191,0.07617762,0.110570642,0.070633397,0.096757262,0.091990025,0.097161872,0.06104857,0.037059979,0.08844866,0.082774183,0.082307845,0.095984169,0.090203157,0.082764594,0.085387019,0.082061191,0.158721877,0.081199809,0.075515971,0.089574019,0.107440582,0.084228867,0.071461461,0.06992605,0.094558898,0.060049263,0.042115555,0.079966081,0.087869617,0.080539066,0.045626851,0.081359929,0.086839433,0.068301584,0.076490908,0.096517026,0.074513369,0.064404444,0.091490972,0.093257209,0.072824196,0.0723396,0.087803642,0.093598376,0.087228342,0.114244931,0.090909041,0.083644305,0.085944954,0.06827168,0.067115371,0.11852081,0.042285523,0.103699474,0.10679572,0.059014972,0.055248452,0.089372515,0.065522783,0.099165451,0.074076875,0.061703926,0.074847897,0.086119683,0.086506317,0.084916064,0.040931886,0.08845441,0.061304975,0.064932032,0.091241253,0.114750563,0.047160572,0.045195275,1.0,0.089607218,0.073325908,0.056031678,0.071062173,0.061513389,0.044069298,0.071059907,0.069641599,0.074207331,0.075550044,0.105403933,0.082154249,0.086493703,0.064199714,0.119122842,0.096926899,0.101228555,0.091637347,0.076946734,0.087688669,0.065417024
Q9H2G2,0.048987228,0.04563468,0.046949047,0.114988981,0.114309901,0.052423816,0.039893663,0.046065259,0.093468575,0.050224399,0.052196562,0.093306856,0.084802039,0.076086381,0.048352926,0.050993522,0.083474096,0.050938639,0.108062573,0.059831053,0.050923048,0.06214161,0.136859246,0.029013567,0.068551346,0.108709475,0.094986822,0.081611084,0.101653968,0.051794546,0.091535816,0.110938712,0.099060485,0.0539131,0.050686416,0.079835447,0.072053237,0.070131463,0.051416923,0.087990449,0.054217669,0.089266909,0.056070819,0.102078281,0.093697403,0.068589253,0.067645578,0.045469334,0.135813509,0.065730113,0.081340731,0.090373836,0.052649386,0.048930591,0.070389956,0.088170809,0.05705131,0.086243906,0.04736781,0.078621762,0.042386874,0.115353615,0.091465643,0.068793812,0.100210089,0.10815808,0.035572432,0.085378961,0.076166897,0.104538552,0.086310608,0.086776285,0.033664307,0.057510168,0.066259374,0.048632034,0.093694352,0.044442441,0.074236163,0.060471583,0.051182424,0.051058955,0.058014724,0.060137242,0.090610347,0.18969104,0.068823788,0.055806731,0.066596112,0.075004451,0.099396139,0.179878077,0.063941064,0.064328821,0.06452425,0.071702829,0.096200258,0.114306262,0.054352034,0.072142177,0.027914501,0.084575992,0.044230832,0.048534512,0.084760005,0.064269681,0.085245106,0.082304643,0.055219046,0.077048992,0.085003426,0.05653303,0.069761779,0.099052871,0.096281344,0.044917721,0.066050449,0.080004668,0.055529525,0.035022417,0.081352334,0.096351155,0.081901656,0.042760449,0.084025662,0.058586873,0.044107925,0.081681366,0.100055889,0.058341508,0.038527569,0.107486377,0.102856784,0.055849843,0.066165381,0.048856116,0.089548259,0.073456375,0.063472622,0.088894526,0.085189106,0.147604422,0.073434607,0.047270975,0.056701601,0.02670204,0.058499773,0.05905294,0.068053294,0.064729851,0.072757011,0.05349094,0.05583911,0.086691808,0.086576287,0.076584368,0.059077857,0.116380424,0.054781366,0.028233159,0.086374003,0.065790647,0.068286208,0.102892841,0.069183614,0.042958523,0.046003952,0.089607218,1.0,0.078401288,0.049914889,0.072087999,0.057334112,0.041604643,0.072875536,0.047376664,0.060122726,0.08431419,0.061292253,0.085195763,0.13045214,0.038315628,0.07757164,0.058786092,0.062498986,0.062470513,0.074801701,0.093160325,0.073814499
O96017,0.078939963,0.061616579,0.063566752,0.107112553,0.252843459,0.072457488,0.028108415,0.080135878,0.176554909,0.078900355,0.092909896,0.165776815,0.160731299,0.163875424,0.060498884,0.083282425,0.149157158,0.050275792,0.171210088,0.08360286,0.089629561,0.085164519,0.086562312,0.038540416,0.135004864,0.179632721,0.100521891,0.146899977,0.108988929,0.062904642,0.191911543,0.104102232,0.180655373,0.065031454,0.067275682,0.1176651,0.130767502,0.086541259,0.064604935,0.155743121,0.070768035,0.153481571,0.09900074,0.173092898,0.142348905,0.092660905,0.128005053,0.078721389,0.073674558,0.090463625,0.156580934,0.161068058,0.095209946,0.060440301,0.120116497,0.145668915,0.09904672,0.156051351,0.067995739,0.134458652,0.05446701,0.149766208,0.131936483,0.107502702,0.165977488,0.20321705,0.025928014,0.206897694,0.109572555,0.181165688,0.166394835,0.10573279,0.060285644,0.066241626,0.148844702,0.050177682,0.199883106,0.077840635,0.136936319,0.111414765,0.080323359,0.080192607,0.096542716,0.102423514,0.152564065,0.130157917,0.134702021,0.072062489,0.061435417,0.114136562,0.137735508,0.126060086,0.117913395,0.120403638,0.107028637,0.129643259,0.192798964,0.112058954,0.108046441,0.1286741,0.039742863,0.122325162,0.058240265,0.085872375,0.163800926,0.082898589,0.123901018,0.175506784,0.082241678,0.077285046,0.132406021,0.115021347,0.085429717,0.141816863,0.142315652,0.070188238,0.101685141,0.172300182,0.167955152,0.054547425,0.14922989,0.133428665,0.08627195,0.048865457,0.176047562,0.080927969,0.064093471,0.087095238,0.164172782,0.111719613,0.059184226,0.201794295,0.194837193,0.082365081,0.098652543,0.07899323,0.177651532,0.10265682,0.115521872,0.105910894,0.084684266,0.092399482,0.115645466,0.06604093,0.103166207,0.047061943,0.095466395,0.100995443,0.173238229,0.065396699,0.157102982,0.125004415,0.110009982,0.201275798,0.065341366,0.125422808,0.100681049,0.253280994,0.066134182,0.048678768,0.123556213,0.128789617,0.120116335,0.218956746,0.078233148,0.041082521,0.097509771,0.073325908,0.078401288,1.0,0.077818004,0.11971045,0.167114631,0.04355668,0.132331853,0.066740071,0.081695632,0.150987259,0.099453652,0.125086087,0.071775276,0.050874971,0.081267396,0.092571266,0.078125768,0.093794667,0.124569195,0.111923196,0.146118585
Q9Y6M4,0.061156839,0.038346159,0.039541042,0.091854527,0.103341423,0.0590191,0.030076652,0.060677527,0.085232938,0.797857978,0.438707826,0.096447413,0.096528725,0.094475012,0.04809207,0.786288788,0.074630329,0.035102281,0.11129904,0.06588637,0.4301961,0.071168698,0.074053765,0.050640466,0.078376678,0.080602426,0.082753202,0.112890322,0.065339039,0.055711379,0.079074581,0.075236532,0.085714321,0.059780094,0.050244321,0.094510085,0.091765744,0.061012495,0.060501785,0.094826107,0.054825212,0.092067436,0.07501974,0.115148756,0.090245598,0.068829922,0.087496407,0.043370401,0.050828893,0.071488845,0.100014533,0.09213536,0.074119007,0.058705086,0.087321484,0.089487001,0.070128822,0.109110109,0.050856499,0.081993645,0.04778768,0.111910993,0.118810582,0.070077733,0.102606365,0.116226124,0.02006921,0.095544275,0.068888599,0.096054141,0.09978319,0.075962806,0.041567661,0.052871168,0.089371813,0.042958445,0.089710125,0.053815533,0.092253955,0.071755684,0.057203034,0.056160332,0.071074267,0.056565925,0.099177084,0.088375744,0.086220348,0.064339547,0.074693063,0.070712399,0.109771333,0.101230352,0.061486014,0.074436915,0.063515914,0.084984008,0.07989937,0.083936149,0.069423859,0.071216318,0.049735865,0.087034964,0.059718446,0.062681024,0.091058392,0.065509078,0.083937378,0.100824521,0.058961213,0.066492938,0.077251038,0.06916941,0.065321656,0.101498463,0.099607664,0.049441378,0.075349787,0.095710486,0.054921308,0.044792531,0.102479891,0.09598804,0.070066356,0.036092373,0.078474289,0.057910829,0.053107903,0.06115262,0.095950046,0.074262328,0.043511995,0.11469565,0.112588246,0.054446914,0.093548086,0.044564652,0.087943883,0.074947389,0.085284042,0.067643477,0.074493703,0.064772444,0.07873775,0.053279971,0.07731502,0.03298182,0.068327463,0.073609037,0.07596019,0.070813414,0.071950276,0.08351316,0.063988207,0.090986638,0.048218795,0.106516617,0.05982016,0.104673051,0.050300235,0.066225222,0.088513537,0.080064406,0.071417126,0.083362418,0.056584418,0.038007276,0.043999541,0.056031678,0.049914889,0.077818004,1.0,0.105831502,0.064356651,0.036921699,0.077841903,0.045465218,0.062033046,0.094535713,0.073630753,0.094995789,0.05324469,0.045824216,0.068424637,0.06953007,0.064644245,0.058848933,0.096080174,0.099246824,0.066792636
P68400,0.067264868,0.041236695,0.057139158,0.128929464,0.150412786,0.054927148,0.029809357,0.069670752,0.123236551,0.095477649,0.126924201,0.113209107,0.219555892,0.124559674,0.056017406,0.108508489,0.101338914,0.041518602,0.141700001,0.064825872,0.108520463,0.074879574,0.088503821,0.053220929,0.135790927,0.146393124,0.096210258,0.133499448,0.081045152,0.071000057,0.133813143,0.102140472,0.123328564,0.055732583,0.063420961,0.105581795,0.121264083,0.06959005,0.063291506,0.124005379,0.061678421,0.114032345,0.081767676,0.15311877,0.111035427,0.070985159,0.098166776,0.058933403,0.068181855,0.071217397,0.227142031,0.217086819,0.122261802,0.050461058,0.097904238,0.110893366,0.070084423,0.124447047,0.06282346,0.121779884,0.056662757,0.241580954,0.228132787,0.075201379,0.237206916,0.128439222,0.024891011,0.141617429,0.092520124,0.12304609,0.112200946,0.081052001,0.049142419,0.080217109,0.128246163,0.039383387,0.148128958,0.06247854,0.202481799,0.09924174,0.07695737,0.071337172,0.087105491,0.064434174,0.13646441,0.113809934,0.100725541,0.061057157,0.058445725,0.067958206,0.223169644,0.127491761,0.086091876,0.093422479,0.082444127,0.143070143,0.131562002,0.101591459,0.073145459,0.117322139,0.046591341,0.156290748,0.071256147,0.074315031,0.21934613,0.073256911,0.137998651,0.124615485,0.067512893,0.068165274,0.106706276,0.09919761,0.082570241,0.114739576,0.188028314,0.063093017,0.124573142,0.206473384,0.084336394,0.044461506,0.119240679,0.219259423,0.080532914,0.037663227,0.130014362,0.073763954,0.062056371,0.064246293,0.216271783,0.092282929,0.054561349,0.1251931,0.132910051,0.057178477,0.135500626,0.069257821,0.120737086,0.124616558,0.101546598,0.087830378,0.085489623,0.092287733,0.154671408,0.055497122,0.089510885,0.046514604,0.087053503,0.085850896,0.105135075,0.077569166,0.116987523,0.111111995,0.06791011,0.14008536,0.06828736,0.792286767,0.067609727,0.161610761,0.063955788,0.065515894,0.160446502,0.144626755,0.094092802,0.1384039,0.067443514,0.041257334,0.072194966,0.071062173,0.072087999,0.11971045,0.105831502,1.0,0.085446212,0.038952177,0.10113651,0.059992549,0.097716763,0.120261284,0.066269351,0.190799108,0.075428239,0.052069215,0.074821223,0.060508842,0.070462697,0.080723495,0.181583816,0.089786985,0.112693359
